sub_sent,class,domain,intent
링크도 가능한지요,DIGITAL_P링크요청,DIGITAL,P
$구매했던 물품$,DIGITAL_P구매완료,DIGITAL,P
(하트2),DIGITAL_IMOTICON(하트2),DIGITAL,IMOTICON
그만 배우고,DIGITAL_P채팅,DIGITAL,P
이런건 필요 없음,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
$소액$,DIGITAL_P결제문의,DIGITAL,P
삼성북,DIGITAL_CATE노트북_BRAND삼성전자_PRODUCT삼성북,DIGITAL,CATE
a/s 관련 안내해주세요,DIGITAL_Pa/s문의,DIGITAL,P
취소 했는데 돈이 안들어오네요,DIGITAL_P환불문의,DIGITAL,P
왜 대답이 없으신가요,DIGITAL_GREETINGwait,DIGITAL,GREETING
소닉케어,DIGITAL_CATE전동칫솔_BRAND필립스_PRODUCT소닉케어,DIGITAL,CATE
로그아웃 하는법,DIGITAL_P대화종료,DIGITAL,P
반납 처리,DIGITAL_P반품문의,DIGITAL,P
왓슨 아니,DIGITAL_GREETINGintro,DIGITAL,GREETING
인증이 안되여,DIGITAL_P본인인증문의,DIGITAL,P
18새,DIGITAL_slang,DIGITAL,slang
작은거요,"DIGITAL_SIZEs,MART_ATTR소형",DIGITAL,SIZE
배송기간,DIGITAL_P배송일문의,DIGITAL,P
멀티형,"DIGITAL_FEAT멀티형_SUBCAT멀티형,FAQ_ENTRY멀티형",DIGITAL,FEAT
$도용$,DIGITAL_P회원정보문의,DIGITAL,P
삼성제품,DIGITAL_BRAND삼성전자,DIGITAL,BRAND
배송되는건가요,DIGITAL_P배송문의,DIGITAL,P
비싸 깍아줘,DIGITAL_PRICEs_P바로할인가,DIGITAL,PRICE
필요 없,DIGITAL_NEG아님,DIGITAL,NEG
안방 전용으로,DIGITAL_FEAT가정용,DIGITAL,FEAT
$뭥미$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
와이프 이상해,DIGITAL_P채팅,DIGITAL,P
고생많으셨어요 감사합니다,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
제조사 상관없이,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
$없슴니다$,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
카드로 결재가능할까요,DIGITAL_P결제문의,DIGITAL,P
$예금주명$,DIGITAL_P결제문의,DIGITAL,P
브랜드는 딱히 없고,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
$여아$,DIGITAL_FEAT어린이용_GENDER여자,DIGITAL,FEAT
체키라우,DIGITAL_P채팅,DIGITAL,P
$쿠폰도 달라$,DIGITAL_P쿠폰요청,DIGITAL,P
혼자 사용하기 좋은,DIGITAL_SIZE소형_NUM1인용,DIGITAL,SIZE
어디로 물어봐야 하나요,DIGITAL_P기타faq문의,DIGITAL,P
챗봇 뭐야,DIGITAL_GREETINGchatbot,DIGITAL,GREETING
모든 브랜드 괜찮,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
11pay 해지,DIGITAL_P결제문의,DIGITAL,P
비교해서 구매하,DIGITAL_P대화종료,DIGITAL,P
$다른거요$,DIGITAL_P추가추천,DIGITAL,P
알림받기하려면,DIGITAL_P알림설정문의_P기타faq문의,DIGITAL,P
바이젠,DIGITAL_CATE공기청정기_BRAND바이젠,DIGITAL,CATE
찜 목록,DIGITAL_P찜한상품,DIGITAL,P
캐시가 있는데 어떻게 사용,DIGITAL_P기타faq문의,DIGITAL,P
11페이 카드삭제,DIGITAL_P결제문의,DIGITAL,P
$아이씨$,DIGITAL_slang,DIGITAL,slang
찾아봐주,DIGITAL_P추천,DIGITAL,P
쓰던 물건 처리,DIGITAL_P폐가전수거,DIGITAL,P
관심상품 넣어놔도소용이없어요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
바로 할인가 뭐죠,DIGITAL_P바로할인가설명,DIGITAL,P
동영상시청,DIGITAL_FEAT동영상/영화감상용,DIGITAL,FEAT
주문건배송날짜확인부탁,DIGITAL_P배송일문의,DIGITAL,P
가격차이가 얼마나 나는지도 알고 싶어요,DIGITAL_P가격비교문의,DIGITAL,P
$끝내기$,DIGITAL_P대화종료,DIGITAL,P
$화나요$,DIGITAL_P채팅_GREETINGclaim,DIGITAL,P
외국 제품,DIGITAL_BRAND외제,DIGITAL,BRAND
일처리 똑바로해,DIGITAL_GREETINGclaim,DIGITAL,GREETING
가격 문의드립니다,DIGITAL_P가격문의,DIGITAL,P
주문햇,DIGITAL_P주문완료,DIGITAL,P
십일픽 어떻게 쓰는거에요,DIGITAL_P기타faq문의,DIGITAL,P
휴대폰 인증고객을 하고 싶,DIGITAL_P본인인증문의,DIGITAL,P
휴대 작은,DIGITAL_FEAT휴대용,DIGITAL,FEAT
톡매니저 문의는 어떻게,DIGITAL_P상담원연결,DIGITAL,P
포인트 사용못하나요,DIGITAL_P결제문의,DIGITAL,P
현금영수증은 어떻게 신청,DIGITAL_P현금영수증문의,DIGITAL,P
마일리지로 전환해주,DIGITAL_P기타faq문의,DIGITAL,P
쿠폰 받을수 있을까요,DIGITAL_P쿠폰요청,DIGITAL,P
$상품안내$,DIGITAL_P상품문의,DIGITAL,P
쿠폰좀주삼,DIGITAL_P쿠폰요청,DIGITAL,P
안녕하세요 챗봇,DIGITAL_GREETINGre-hello,DIGITAL,GREETING
가격부터 좀,DIGITAL_P가격문의,DIGITAL,P
금액 상관없,DIGITAL_PRICEall,DIGITAL,PRICE
제조사는 없고,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
캐시 사용방법,DIGITAL_P기타faq문의,DIGITAL,P
반품언데되아요,DIGITAL_P반품문의,DIGITAL,P
$그게아니라$,DIGITAL_bypass,DIGITAL,bypass
양놈,DIGITAL_slang,DIGITAL,slang
삼성북9,DIGITAL_CATE노트북_BRAND삼성전자_PRODUCT삼성북9,DIGITAL,CATE
열받네,DIGITAL_GREETINGclaim,DIGITAL,GREETING
한불해주세요,DIGITAL_P환불문의,DIGITAL,P
$다른 제품을 선택$,DIGITAL_P새상담,DIGITAL,P
업무시간 이후 처리불가,DIGITAL_P상담시간,DIGITAL,P
사람이지,DIGITAL_P챗봇여부문의,DIGITAL,P
홈페이지문의,DIGITAL_P기타faq문의,DIGITAL,P
제조사 크게 상관없고,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
제조사 브랜드 관계없,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
어떻게 달라요,DIGITAL_P차이점,DIGITAL,P
오피스 주로 사용합니다,DIGITAL_FEAT사무/인강용,DIGITAL,FEAT
커브드,DIGITAL_FEAT곡면형,DIGITAL,FEAT
$칫$,DIGITAL_GREETINGso,DIGITAL,GREETING
제외인가요,DIGITAL_NEG아님,DIGITAL,NEG
자기 정보 변경,DIGITAL_P회원정보문의,DIGITAL,P
상담원하고 키스,DIGITAL_P19금,DIGITAL,P
무료로 설치해주나요,DIGITAL_P설치비문의,DIGITAL,P
구입했,DIGITAL_P구매완료,DIGITAL,P
비싸지고,DIGITAL_PRICEs,DIGITAL,PRICE
노트북이,DIGITAL_CATE노트북,DIGITAL,CATE
월컴딜은 어디서 보나,DIGITAL_P쿠폰요청,DIGITAL,P
선물함은 어디있냐구,DIGITAL_P기타faq문의,DIGITAL,P
배송지를 옮길려면,DIGITAL_P배송지변경문의,DIGITAL,P
쿠폰사용이 안됩,DIGITAL_P쿠폰적용문의,DIGITAL,P
vvip 쿠폰,DIGITAL_P기타faq문의,DIGITAL,P
공부 위주 모델,DIGITAL_FEAT학습용,DIGITAL,FEAT
사이즈 오배송,DIGITAL_P기타faq문의,DIGITAL,P
복귀고객 혜택있나요,DIGITAL_P행사문의,DIGITAL,P
개접,DIGITAL_slang,DIGITAL,slang
$챗봇이$,DIGITAL_GREETINGchatbot,DIGITAL,GREETING
$왜 안가져가죠$,DIGITAL_P반품문의,DIGITAL,P
마트배송지가 없다고,DIGITAL_P배송문의,DIGITAL,P
문구데이,DIGITAL_P행사문의,DIGITAL,P
11pay 할부안되나요,DIGITAL_P결제문의 ,DIGITAL,P
$하잇$,DIGITAL_GREETINGre-hello,DIGITAL,GREETING
이거좀 물어볼려고요,DIGITAL_P상담품목,DIGITAL,P
반납 어제 오신다고 하셧는데,DIGITAL_P반품문의,DIGITAL,P
주문자랑 입금하는사람이랑,DIGITAL_P결제문의,DIGITAL,P
쿠폰 같은 것 있나,DIGITAL_P쿠폰요청,DIGITAL,P
싸게 사고 싶어,DIGITAL_PRICEs_P바로할인가,DIGITAL,PRICE
에너지 절감상품,DIGITAL_FEAT1등급,DIGITAL,FEAT
회원의 종류는 어떻게,DIGITAL_P기타faq문의,DIGITAL,P
$댓다$,DIGITAL_P대화종료,DIGITAL,P
고민상담좀하자,DIGITAL_P채팅,DIGITAL,P
$님아$,DIGITAL_P상담원연결,DIGITAL,P
고객 지원 센터와 연결,DIGITAL_P상담원연결,DIGITAL,P
봇님,DIGITAL_GREETINGcall,DIGITAL,GREETING
개인 정보 수정,DIGITAL_P회원정보문의,DIGITAL,P
음료수보이는 큰 냉장고,DIGITAL_CATE냉장고_FEAT업소용,DIGITAL,CATE
영상 다운 받아서 볼것,DIGITAL_FEAT동영상/영화감상용,DIGITAL,FEAT
룰루,DIGITAL_GREETINGsmile,DIGITAL,GREETING
어떤 서비스 해 주시나요,DIGITAL_P기타faq문의,DIGITAL,P
전화를 받지 않아서,DIGITAL_P전화요청,DIGITAL,P
통스텐,DIGITAL_FEATfull스테인리스,DIGITAL,FEAT
스타크래프트 한정판,DIGITAL_CATEN타크래프트한정판,DIGITAL,CATEN
왜그래 나한테,DIGITAL_GREETINGclaim,DIGITAL,GREETING
취소가 안되여,DIGITAL_P주문취소,DIGITAL,P
좋은 방법 없을까요,DIGITAL_P상담원연결,DIGITAL,P
$살래요$,DIGITAL_P주문,DIGITAL,P
$번호인증$,DIGITAL_P본인인증문의,DIGITAL,P
엉뚱한거 추천하고,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$스마트라$,DIGITAL_BRAND스마트라,DIGITAL,BRAND
찜 내놔,DIGITAL_P찜한상품,DIGITAL,P
사이즈문의,DIGITAL_P사이즈문의,DIGITAL,P
$뭐람$,DIGITAL_bypass,DIGITAL,bypass
응답해 주시는 거 프로그램인가요,DIGITAL_P챗봇여부문의,DIGITAL,P
as는 어디서 받습니까,DIGITAL_Pa/s문의,DIGITAL,P
주문 해서 결제완료,DIGITAL_P결제완료,DIGITAL,P
os 미포함,DIGITAL_FEAT운영체제미포함,DIGITAL,FEAT
티카드 인증 어떻게,DIGITAL_P기타faq문의,DIGITAL,P
돈에미쳤네,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$큰일이네요$,DIGITAL_bypass,DIGITAL,bypass
김냉,DIGITAL_CATE김치냉장고,DIGITAL,CATE
$너무 느려$,DIGITAL_GREETINGwait,DIGITAL,GREETING
가정에서 쓰려고 합니다,DIGITAL_FEAT가정용_VOLUMEm,DIGITAL,FEAT
크면 불편해요,"DIGITAL_SIZEm,MART_ATTR중형",DIGITAL,SIZE
선호 브랜드는 없지만,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
//애플 keyboard,DIGITAL_CATE애플_SUBCATapple액세서리_APPLEACC키보드,DIGITAL,CATE
아녀도 상관은 없어요,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
전화바립니다,DIGITAL_P전화요청,DIGITAL,P
T포인트 사용법,DIGITAL_P결제문의,DIGITAL,P
가격은 생각안해봤는데,DIGITAL_PRICEall,DIGITAL,PRICE
내 지역을 바꾸려면,DIGITAL_P회원정보문의,DIGITAL,P
구매하려고 하는데,DIGITAL_P추천,DIGITAL,P
쿠폰은 어떤 물건에 사용가,DIGITAL_P쿠폰적용문의,DIGITAL,P
데이터 사용양,DIGITAL_P기타faq문의,DIGITAL,P
넌 어때,DIGITAL_P채팅,DIGITAL,P
쿠폰은 어디서 다운,DIGITAL_P쿠폰요청,DIGITAL,P
계속 안오구 잇어요,DIGITAL_P배송문의,DIGITAL,P
수취인확인,DIGITAL_P배송문의,DIGITAL,P
쿠폰 무제한 쓸수,DIGITAL_P쿠폰적용문의,DIGITAL,P
연탄화목난로,DIGITAL_FEAT연탄화목난로,DIGITAL,FEAT
덕분에 수월해졌네요,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
은년,DIGITAL_slang,DIGITAL,slang
고맙당,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
$사기$,DIGITAL_P기타faq문의,DIGITAL,P
용량 얼마,DIGITAL_P용량문의,DIGITAL,P
$11시 선착순$,DIGITAL_P행사문의,DIGITAL,P
$샀던거$,DIGITAL_P주문이력확인,DIGITAL,P
굿이야,DIGITAL_GREETINGgood,DIGITAL,GREETING
혹시 절 좋아해요,DIGITAL_P채팅,DIGITAL,P
기분이 꿀꿀해,DIGITAL_P채팅,DIGITAL,P
톡매니더 초대 클릭,DIGITAL_P상담원연결,DIGITAL,P
상하좌우바람,DIGITAL_FEAT상하좌우바람,DIGITAL,FEAT
제트 18단,DIGITAL_CATEaircon_BRAND캐리어_PRODUCT제트18단,DIGITAL,CATE
타이머3,DIGITAL_FEAT타이머3,DIGITAL,FEAT
$test$,DIGITAL_bypass,DIGITAL,bypass
품절된 상품은 표시,DIGITAL_GREETINGclaim,DIGITAL,GREETING
해외로 배송받으려고 하는데,DIGITAL_P기타faq문의,DIGITAL,P
반품권 문의요,DIGITAL_P기타faq문의,DIGITAL,P
$만이 쓰는거로$,DIGITAL_RECOMpopular,DIGITAL,RECOM
사업자카드,DIGITAL_P기타faq문의,DIGITAL,P
새끼,DIGITAL_slang,DIGITAL,slang
어떤 상품 볼수있,DIGITAL_P상담품목,DIGITAL,P
사람이예요,DIGITAL_P챗봇여부문의,DIGITAL,P
엘쥐,DIGITAL_BRANDlg전자,DIGITAL,BRAND
필요는 없습,DIGITAL_NEG아님,DIGITAL,NEG
음파요,"DIGITAL_FEAT음파식,FAQ_ENTRY음파식전동칫솔",DIGITAL,FEAT
송중기가 광고하는 밥솥,DIGITAL_BRAND리홈_CATE전기밥솥,DIGITAL,BRAND
요가북 ,DIGITAL_CATE노트북_BRAND레노버_PRODUCT요가북,DIGITAL,CATE
음원 편집 프로그램,DIGITAL_FEAT음악작업용,DIGITAL,FEAT
$알랴줘유$,DIGITAL_bypass,DIGITAL,bypass
원하는 브랜드는 딱히 없,DIGITAL_BRAND브랜드DC,DIGITAL,BRAND
해지해주세요,DIGITAL_P기타faq문의,DIGITAL,P
도움 많이되었습니다~감사합니다,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
3m초미세플러스필터,DIGITAL_FEAT3m초미세플러스필터,DIGITAL,FEAT
어떻게 장착하는데,DIGITAL_P기타faq문의,DIGITAL,P
고객센터는전화를안하냐,DIGITAL_P전화요청,DIGITAL,P
아돈케어,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
메친넘,DIGITAL_slang,DIGITAL,slang
쉬펄,DIGITAL_slang,DIGITAL,slang
첨뵙겠습니다,DIGITAL_GREETINGre-hello,DIGITAL,GREETING
세상에 감사합니다,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
나중에 고장났을 때 수리는 어떡하나요,DIGITAL_Pa/s문의,DIGITAL,P
제고가 없다고 문자만 주면 끝나는건가요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
반품 취소 해주신다고,DIGITAL_P반품문의,DIGITAL,P
할인 쿠폰 준다는데,DIGITAL_P쿠폰요청,DIGITAL,P
픽업 서비스 한다고  하는데,DIGITAL_P기타faq문의,DIGITAL,P
$누구징$,DIGITAL_GREETINGintro,DIGITAL,GREETING
제품 반품 안되었다,DIGITAL_P반품문의,DIGITAL,P
쿠폰 적용 카테고리,DIGITAL_P쿠폰적용문의,DIGITAL,P
시켰는데 몇일걸랴,DIGITAL_P배송문의,DIGITAL,P
상담 가능한게 뭐야,DIGITAL_P상담품목,DIGITAL,P
잘있어 다음에보자,DIGITAL_P대화종료,DIGITAL,P
성인용,DIGITAL_FEAT성인용,DIGITAL,FEAT
가격차이 나도 되서,DIGITAL_PRICEall,DIGITAL,PRICE
저것. 안니데,DIGITAL_YESNOno,DIGITAL,YESNO
$연락이없네요$,DIGITAL_P전화요청,DIGITAL,P
$염마$,DIGITAL_bypass,DIGITAL,bypass
상품 언제 받아,DIGITAL_P배송문의,DIGITAL,P
도움 됐습니다,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
대학생들 많이 쓰는것은 뭘까요,DIGITAL_RECOMpopular_FEAT사무/인강용,DIGITAL,RECOM
마일지지 충전,DIGITAL_P기타faq문의,DIGITAL,P
어느 회사 제품이 좋아,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
판매자 연락이안되요,DIGITAL_P판매자연락요청,DIGITAL,P
구매등급이 왜 안올라가요,DIGITAL_P기타faq문의,DIGITAL,P
ok캐시백 포인트로 전환,DIGITAL_P기타faq문의,DIGITAL,P
dios,DIGITAL_CATE냉장고_BRANDlg전자_PRODUCT디오스,DIGITAL,CATE
주문건 일방적 취소 당했네요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$질문 내역$,DIGITAL_P기타faq문의,DIGITAL,P
처음에는 상품문의만 담당한다고 했습니까,DIGITAL_GREETINGclaim,DIGITAL,GREETING
밥 먹었,DIGITAL_P채팅,DIGITAL,P
굿인데,DIGITAL_GREETINGgood,DIGITAL,GREETING
쿠폰 주시면,DIGITAL_P쿠폰요청,DIGITAL,P
상품 구매하려면 얼마,DIGITAL_P가격문의,DIGITAL,P
눈깔,DIGITAL_slang,DIGITAL,slang
상담은 뭐가 가능한가요,DIGITAL_P상담품목,DIGITAL,P
짜증,DIGITAL_GREETINGclaim,DIGITAL,GREETING
디지털말고 다른 상품,DIGITAL_P상담품목,DIGITAL,P
몇시에오나요,DIGITAL_P배송문의,DIGITAL,P
잡것,DIGITAL_slang,DIGITAL,slang
조금 더 큰 거,"DIGITAL_SIZEl,MART_ATTR대형",DIGITAL,SIZE
얼씨구,DIGITAL_GREETINGsmile,DIGITAL,GREETING
사용 가이드 뭔가요,DIGITAL_P도움말보기,DIGITAL,P
해외발송가능한가요,DIGITAL_P배송문의,DIGITAL,P
$너는 뭐에염$,DIGITAL_GREETINGintro,DIGITAL,GREETING
간편등록하는 방법$,DIGITAL_P기타faq문의,DIGITAL,P
$안들려$,DIGITAL_P채팅,DIGITAL,P
기능을 알려줘,DIGITAL_P상품문의,DIGITAL,P
어느 정도까지 인가요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
쿠폰 받고 이번주 쓰려고,DIGITAL_P쿠폰적용문의,DIGITAL,P
챗봇 모예요,DIGITAL_GREETINGchatbot,DIGITAL,GREETING
송중기 광고한 밥솥,DIGITAL_BRAND리홈_CATE전기밥솥,DIGITAL,BRAND
대화는 안하니,DIGITAL_P채팅,DIGITAL,P
$없어서요$,DIGITAL_YESNOno,DIGITAL,YESNO
심심할때 뭐할까요,DIGITAL_P채팅,DIGITAL,P
궁금한게 한가지 잇어서요,DIGITAL_P상담요청,DIGITAL,P
그 가격에 파는건가,DIGITAL_P가격문의,DIGITAL,P
$애벌$,DIGITAL_FEAT애벌빨래,DIGITAL,FEAT
제일 저렴한,DIGITAL_PRICExs,DIGITAL,PRICE
샤워할때 쓸 수 있는,DIGITAL_FEAT완전방수,DIGITAL,FEAT
얼마짜리부터 있을까요,DIGITAL_P가격문의,DIGITAL,P
알리미 설정 해제,DIGITAL_P알림설정문의_P기타faq문의,DIGITAL,P
송중기 광고 밥솥,DIGITAL_BRAND리홈_CATE전기밥솥,DIGITAL,BRAND
이름이 바로인가요,DIGITAL_GREETINGintro,DIGITAL,GREETING
프린트기,DIGITAL_CATEN프린터,DIGITAL,CATEN
애플워치,"DIGITAL_CATE애플_SUBCATwatch,FAQ_ENTRYapplewatchseries3",DIGITAL,CATE
제일 비싸네,DIGITAL_PRICEs,DIGITAL,PRICE
같이오는거맞죠,DIGITAL_P배송문의,DIGITAL,P
헤헤,DIGITAL_GREETINGsmile,DIGITAL,GREETING
유머가 없네요,DIGITAL_P채팅,DIGITAL,P
연기대상,DIGITAL_P채팅,DIGITAL,P
이뭐병,DIGITAL_slang,DIGITAL,slang
$클레임$,DIGITAL_GREETINGclaim,DIGITAL,GREETING
알람이 안와요,DIGITAL_P알림설정문의,DIGITAL,P
$건조기$,DIGITAL_CATE건조기,DIGITAL,CATE
널사겠어,DIGITAL_P채팅,DIGITAL,P
이스끼,DIGITAL_slang,DIGITAL,slang
주니어,DIGITAL_FEAT어린이용,DIGITAL,FEAT
검색 영화감상이 주목적입니다,DIGITAL_FEAT사무/인강용용or동영상/영화감상용,DIGITAL,FEAT
답변기다립니다,DIGITAL_GREETINGwait,DIGITAL,GREETING
$어디서 찾을 수 있을까요$,DIGITAL_P기타faq문의,DIGITAL,P
수입청소기,DIGITAL_CATE청소기_BRAND외제,DIGITAL,CATE
받았는데 잘못왔어요,DIGITAL_P기타faq문의,DIGITAL,P
송중기 광고,DIGITAL_BRAND리홈,DIGITAL,BRAND
제가 조금 더 고민해 볼께요,DIGITAL_P대화종료,DIGITAL,P
언제 배송출발 하나요,DIGITAL_P배송문의,DIGITAL,P
신용카드 정보 확인$,DIGITAL_P기타faq문의,DIGITAL,P
상담사 서비스 엉망,DIGITAL_GREETINGclaim,DIGITAL,GREETING
엄마가 좋아 아빠가 좋다,DIGITAL_P채팅,DIGITAL,P
추천요,DIGITAL_P추천,DIGITAL,P
가격 및,DIGITAL_P가격문의,DIGITAL,P
엄청 비싸군,DIGITAL_PRICEs,DIGITAL,PRICE
$연락드려봐요$,DIGITAL_bypass,DIGITAL,bypass
주문한 상품은 언제 배송,DIGITAL_P배송일문의,DIGITAL,P
특별히 가리는거 없습니다,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
밥 잘되는 거요,DIGITAL_CATE전기밥솥,DIGITAL,CATE
송중기가 광고한 밥솥,DIGITAL_BRAND리홈_CATE전기밥솥,DIGITAL,BRAND
sms알림,DIGITAL_P알림설정문의,DIGITAL,P
macbook,"DIGITAL_CATE애플_SUBCATmac_MACPRODUCTmacbook,FAQ_ENTRYmacbook",DIGITAL,CATE
개인적으로 사용합니다,DIGITAL_FEAT개인용,DIGITAL,FEAT
4d입체냉방,DIGITAL_FEAT4d입체냉방,DIGITAL,FEAT
이용 내역 확인,DIGITAL_P주문이력확인,DIGITAL,P
추천말고 그냥 상담,DIGITAL_P상담요청,DIGITAL,P
모델이 더 좋은건가요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
기존 제품은 가져가요,DIGITAL_P폐가전수거,DIGITAL,P
왜 니맘데로 하니,DIGITAL_GREETINGclaim,DIGITAL,GREETING
구입했는데 as가필요,DIGITAL_Pa/s문의,DIGITAL,P
차이 좀 알려주세요,DIGITAL_P차이점,DIGITAL,P
특가 진행중,DIGITAL_P할인행사,DIGITAL,P
너무 비싸지지 않나요,DIGITAL_PRICEs,DIGITAL,PRICE
없어ㅜㅠ,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
바로 설치 가능,DIGITAL_P설치문의,DIGITAL,P
최저가혹시알수있을까요,DIGITAL_P가격문의,DIGITAL,P
아니 추천하지말라고,DIGITAL_bypass,DIGITAL,bypass
상품도 오지않았는데요,DIGITAL_P배송문의,DIGITAL,P
의류건조,DIGITAL_FEAT의류건조,DIGITAL,FEAT
$뭐해$,DIGITAL_P채팅,DIGITAL,P
멍청하네,DIGITAL_slang,DIGITAL,slang
조립 방법을 알려줘,DIGITAL_P기타faq문의,DIGITAL,P
챗봇이란 단어 쓰기 민망,DIGITAL_GREETINGclaim,DIGITAL,GREETING
나대지마,DIGITAL_slang,DIGITAL,slang
배송 주소지를 바꾸고싶어요,DIGITAL_P배송지변경문의,DIGITAL,P
전자제품 관련만 상담되는거죠,DIGITAL_P상담품목,DIGITAL,P
$됬다$,DIGITAL_bypass,DIGITAL,bypass
사진 못올려,DIGITAL_P사진올리기기능안내,DIGITAL,P
안 비싼고,DIGITAL_PRICEs,DIGITAL,PRICE
아까 주문 했는대 내일,DIGITAL_P배송일문의,DIGITAL,P
$그게 다니$,DIGITAL_P추가추천,DIGITAL,P
톡은 왜있는건지,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$세상에$,DIGITAL_bypass,DIGITAL,bypass
마일리지 적립이 안되나,DIGITAL_P적립문의,DIGITAL,P
썩 똑똑하지 않구나,DIGITAL_GREETINGclaim,DIGITAL,GREETING
배송 상태 확인,DIGITAL_P배송문의,DIGITAL,P
오 완전 좋네요,DIGITAL_GREETINGthankyou,DIGITAL,GREETING
생체인식,DIGITAL_P기타faq문의,DIGITAL,P
어느게 좋은걸까요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
개수작,DIGITAL_slang,DIGITAL,slang
미세먼지농도표시,DIGITAL_FEAT미세먼지농도표시,DIGITAL,FEAT
무통장 입금했는데 입금 대기중으로 나와요,DIGITAL_P결제문의,DIGITAL,P
맴버십 카드번호가 뭔가요,DIGITAL_P기타faq문의,DIGITAL,P
구매의사 없어짐,DIGITAL_GREETINGclaim,DIGITAL,GREETING
브라운시리즈7,DIGITAL_BRAND오랄비_CATE전동칫솔,DIGITAL,BRAND
$줘줘$,DIGITAL_bypass,DIGITAL,bypass
일본어지원 되나요,DIGITAL_P언어지원문의,DIGITAL,P
혜택 쿠폰,DIGITAL_P쿠폰요청,DIGITAL,P
씨팔,DIGITAL_slang,DIGITAL,slang
$다 좋은데$,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
정확한 답변 달아주세요,DIGITAL_GREETINGclaim,DIGITAL,GREETING
$둘다 포함$,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
그래픽 사용하고,DIGITAL_FEAT그래픽작업용,DIGITAL,FEAT
할인쿠폰이왜안써지죠,DIGITAL_P쿠폰적용문의,DIGITAL,P
$나야$,DIGITAL_GREETINGre-hello,DIGITAL,GREETING
잘못 신청,DIGITAL_P주문취소,DIGITAL,P
생각해보고 결정할게,DIGITAL_P대화종료,DIGITAL,P
$마트챗봇$,DIGITAL_P마트챗봇호출,DIGITAL,P
아이디 문제,DIGITAL_P회원정보문의,DIGITAL,P
배송에 대해 문의드려요,DIGITAL_P배송문의,DIGITAL,P
인증번호,DIGITAL_P본인인증문의,DIGITAL,P
포함되어 있지 않아도 좋아요,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
무풍 최신형,DIGITAL_CATEaircon_BRAND삼성전자_PRODUCT무풍에어컨,DIGITAL,CATE
아가전용,DIGITAL_FEAT아기,DIGITAL,FEAT
노래할 줄,DIGITAL_P채팅,DIGITAL,P
리오나인 노트북,DIGITAL_CATE노트북_BRAND주연테크_PRODUCT리오나인,DIGITAL,CATE
튜얼케어 공기청정기,DIGITAL_CATE공기청정기_BRAND위닉스_PRODUCT듀얼케어,DIGITAL,CATE
$전체다$,DIGITAL_DONTCAREdontcare,DIGITAL,DONTCARE
스탠드형aircon,"DIGITAL_CATEaircon_SUBCAT스탠드형,FAQ_ENTRY스탠드형에어컨",DIGITAL,CATE
랩해봐,DIGITAL_P채팅,DIGITAL,P
최근배송지 삭제,DIGITAL_P기타faq문의,DIGITAL,P
금액 괜찬은걸로,DIGITAL_PRICEs,DIGITAL,PRICE
개뻥,DIGITAL_slang,DIGITAL,slang
쿠폰 발급해주신 걸로,DIGITAL_P쿠폰적용문의,DIGITAL,P
정체를 밝혀주오,DIGITAL_GREETINGintro,DIGITAL,GREETING
할인 쿠폰 제공 안 되는,DIGITAL_P쿠폰요청,DIGITAL,P
