sub_sent,class,domain,intent
저렴한,MART_P행사상품,MART,P
기획전 쿠폰 있지 않나,DIGITAL_P쿠폰요청,DIGITAL,P
지금연락이왔네요,DIGITAL_P상담완료,DIGITAL,P
교환건으로 상담하다가 종료,DIGITAL_P교환문의,DIGITAL,P
$본인확인$,DIGITAL_P본인인증문의,DIGITAL,P
$이제됐어$,DIGITAL_P대화종료,DIGITAL,P
상담원합,DIGITAL_P상담요청,DIGITAL,P
첨으로 가기,DIGITAL_P처음으로,DIGITAL,P
정품으로 부탁,MART_P정품문의,MART,P
반품한 운송장번호,DIGITAL_P반품문의,DIGITAL,P
이물질이 나왔,DIGITAL_P반품문의,DIGITAL,P
주문 해서 결제완료,DIGITAL_P결제완료,DIGITAL,P
수취확인 반품,DIGITAL_P반품문의,DIGITAL,P
캐시를 사용할려면,DIGITAL_P기타faq문의,DIGITAL,P
얼마짜리를 사야대,DIGITAL_P상담원연결,DIGITAL,P
어제주문건,DIGITAL_P주문이력확인,DIGITAL,P
결제시에 새로고침 하라던데,DIGITAL_P결제문의,DIGITAL,P
넌 어떤물건을 찾을수있니?,DIGITAL_P추천,DIGITAL,P
쳇봇이냐 니가,DIGITAL_P챗봇여부문의,DIGITAL,P
성능 머예요,DIGITAL_P성능문의,DIGITAL,P
잠금화면 제휴광고,DIGITAL_P기타faq문의,DIGITAL,P
오늘 업데이트 되써요,DIGITAL_P기타faq문의,DIGITAL,P
$뭐상담되니$,DIGITAL_P상담품목,DIGITAL,P
$보상 받으려면$,DIGITAL_P기타faq문의,DIGITAL,P
데이터 적용,DIGITAL_P기타faq문의,DIGITAL,P
착불은 어떻게 하나요,DIGITAL_P결제문의,DIGITAL,P
신고센터 위치,DIGITAL_P고객센터문의,DIGITAL,P
재미난 개그좀,DIGITAL_P채팅,DIGITAL,P
언제 물품 받을 수 있나,DIGITAL_P배송문의,DIGITAL,P
어떤 패널티가 있나,DIGITAL_P기타faq문의,DIGITAL,P
$상담함$,DIGITAL_P상담완료,DIGITAL,P
$너가아는건$,DIGITAL_P채팅,DIGITAL,P
서비스이용약관,DIGITAL_P기타faq문의,DIGITAL,P
사양 정확히 몰라서,DIGITAL_P사양문의,DIGITAL,P
제품 카테고리,DIGITAL_P상담품목,DIGITAL,P
카카오뱅크는 안되나요,DIGITAL_P결제문의,DIGITAL,P
찜했던것,DIGITAL_P찜한상품,DIGITAL,P
차이가 좀 난다고 들어서요,DIGITAL_P차이점,DIGITAL,P
남자친구없니,DIGITAL_P채팅,DIGITAL,P
$몇인용$,DIGITAL_P사이즈문의,DIGITAL,P
VIP클럽은 어디있나요,DIGITAL_P기타faq문의,DIGITAL,P
sk맴버쉽 등록,DIGITAL_P기타faq문의,DIGITAL,P
구매했던거,MART_P지난구매상품보기,MART,P
11번가에 가입할 수 있나,DIGITAL_P기타faq문의,DIGITAL,P
내가 이맘때 되면 사는거,MART_P자주구매상품,MART,P
집에 도착하는지 확인 부탁,DIGITAL_P배송문의,DIGITAL,P
$부탁함니다$,DIGITAL_P상담요청,DIGITAL,P
그건 어떤가요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
쿠폰 있는데 안 써져요,DIGITAL_P쿠폰적용문의,DIGITAL,P
원산지 확인,MART_P원산지문의,MART,P
포인트 적용 안됨,DIGITAL_P결제문의,DIGITAL,P
이전 단계,DIGITAL_P이전메뉴이동,DIGITAL,P
다음에 또 이용할게요,DIGITAL_P대화종료,DIGITAL,P
구매가 안돼요,DIGITAL_P기타faq문의,DIGITAL,P
비싼 것 같고,MART_P행사상품,MART,P
식사하셨나요,DIGITAL_P채팅,DIGITAL,P
하나만 더 물어볼게요,DIGITAL_P추천,DIGITAL,P
강요하지마,DIGITAL_P채팅_GREETINGclaim,DIGITAL,P
이건 끝인사야,DIGITAL_P대화종료,DIGITAL,P
$도움망$,DIGITAL_P도움말보기,DIGITAL,P
고장이 잘 나지 않을까요,DIGITAL_Pa/s문의,DIGITAL,P
$한불$,DIGITAL_P환불문의,DIGITAL,P
할인 쿠폰 주세요,DIGITAL_P쿠폰요청,DIGITAL,P
행사 상품 따로 알려,MART_P행사상품문의,MART,P
택배비 없는 걸,DIGITAL_P배송비문의,DIGITAL,P
다른 상품이요,DIGITAL_P추가추천,DIGITAL,P
사이트점검,DIGITAL_P기타faq문의,DIGITAL,P
사은품도 챙겨주세요,MART_P사은품문의,MART,P
11번가는 누구꺼야,DIGITAL_P채팅,DIGITAL,P
환불건 계좌로 입금해주세요,DIGITAL_P환불문의,DIGITAL,P
$주문자 정보$,DIGITAL_P기타faq문의,DIGITAL,P
저번에 구매한,MART_P지난구매상품보기,MART,P
크롬 삭제,DIGITAL_P기타faq문의,DIGITAL,P
응답해 주시는거 프로그램인가요,DIGITAL_P챗봇여부문의,DIGITAL,P
가격 문의드립니다,DIGITAL_P가격문의,DIGITAL,P
안심번호 해제,DIGITAL_P기타faq문의,DIGITAL,P
품절된건 언제쯤 들어오,DIGITAL_P기타faq문의,DIGITAL,P
지금저렴히행사하는상품,MART_P행사상품문의,MART,P
로보어드바이저,DIGITAL_P챗봇여부문의,DIGITAL,P
공무원복지카드,DIGITAL_P결제문의,DIGITAL,P
알람 오프,DIGITAL_P알림설정문의 ,DIGITAL,P
재고 부족으로 취소,MART_P주문취소,MART,P
입고 예정,MART_P재입고문의,MART,P
$뭐가 가능해$,DIGITAL_P상담품목 ,DIGITAL,P
최저가로 살수있나요,DIGITAL_P바로할인가,DIGITAL,P
개인정보 변경,DIGITAL_P회원정보문의,DIGITAL,P
유통기한이 언제,MART_P유통기한문의,MART,P
컴퓨터 자동 응답인가,DIGITAL_P챗봇여부문의,DIGITAL,P
톡메니저에게 문의 어떻게,DIGITAL_P상담원연결,DIGITAL,P
단골지정,DIGITAL_P기타faq문의,DIGITAL,P
쿠폰에 대해 물어보려구요,DIGITAL_P쿠폰문의_P기타faq문의,DIGITAL,P
포인트 적립이 되나요,DIGITAL_P적립문의,DIGITAL,P
사람인가요 컴퓨터인가요,DIGITAL_P챗봇여부문의,DIGITAL,P
쿠폰 받을려고 본인인증 하는데,DIGITAL_P본인인증문의,DIGITAL,P
결제 금액 취소 처리,DIGITAL_P결제문의,DIGITAL,P
쿠폰도 주실수 있나요,DIGITAL_P쿠폰요청,DIGITAL,P
이건 어떤가요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
$안해그럼$,DIGITAL_P대화종료,DIGITAL,P
적용 가능 쿠폰도 알려주,DIGITAL_P쿠폰적용문의,DIGITAL,P
id에문제가있데요,DIGITAL_P회원정보문의,DIGITAL,P
어떻게 끔,DIGITAL_P도움말보기,DIGITAL,P
마트데이쿠폰,DIGITAL_P쿠폰요청,DIGITAL,P
구매방법 등록,DIGITAL_P기타faq문의,DIGITAL,P
$가전제품만되$,DIGITAL_P상담품목,DIGITAL,P
취소가 됐는 지 확인,DIGITAL_P주문취소,DIGITAL,P
배송되지 않습니다,DIGITAL_P배송문의,DIGITAL,P
가짜인 것 같아요,MART_P정품문의,MART,P
$앞으로$,DIGITAL_P이전메뉴이동,DIGITAL,P
디지털챗봇나와라,"MART_P디지털챗봇호출,DIGITAL_GREETINGintro",MART,P
어떤걸로 할까요,DIGITAL_P상담요청,DIGITAL,P
얼마 정도에 구입 가능,DIGITAL_P가격문의,DIGITAL,P
반품회수택배,DIGITAL_P반품문의,DIGITAL,P
내일 상담드리겠습니다,DIGITAL_P대화종료,DIGITAL,P
안말해줄거라고,DIGITAL_P채팅_bypass,DIGITAL,P
등급산정,DIGITAL_P기타faq문의,DIGITAL,P
너무 고가는 아니면,MART_P행사상품,MART,P
주문한 상품을 취소하고 싶어요,DIGITAL_P주문취소,DIGITAL,P
지금 바로 살 게 아니라,DIGITAL_P구매예정,DIGITAL,P
$저리 가$,DIGITAL_P대화종료,DIGITAL,P
그거 없냐요,DIGITAL_P추천,DIGITAL,P
언제쯤 도착할까요,DIGITAL_P배송문의,DIGITAL,P
$비와$,DIGITAL_P채팅,DIGITAL,P
주문해줘,MART_P주문,MART,P
다시 연락드릴게요,DIGITAL_P대화종료,DIGITAL,P
고객센터 문의도 가능한가요,DIGITAL_P기타faq문의,DIGITAL,P
$날씨가 더워요$,DIGITAL_P채팅,DIGITAL,P
많이 비싼가요,DIGITAL_P가격문의,DIGITAL,P
화욜까지 올까요,DIGITAL_P배송문의,DIGITAL,P
사야해,DIGITAL_P추천,DIGITAL,P
반품시 쿠폰 다시 살아납니까,DIGITAL_P쿠폰적용문의,DIGITAL,P
봤던 물건 보여줘,MART_P지난구매상품보기,MART,P
사람이예요,DIGITAL_P챗봇여부문의,DIGITAL,P
$가격차이$,DIGITAL_P가격차이 ,DIGITAL,P
거로 부탁드려요,DIGITAL_P추천,DIGITAL,P
미성년자 제한상품 해제는,DIGITAL_P본인인증문의,DIGITAL,P
인증했는데,DIGITAL_P본인인증문의,DIGITAL,P
문의할려는데 언제 돼요,DIGITAL_P상담시간,DIGITAL,P
11pay 등록,DIGITAL_P결제문의,DIGITAL,P
컨시어지분이 디지털인가요,DIGITAL_P챗봇여부문의,DIGITAL,P
적당하게 괜찮은 가격인지,DIGITAL_P가격문의,DIGITAL,P
추천요,DIGITAL_P추천,DIGITAL,P
ok캐시백문의,DIGITAL_Pok캐시백문의_P기타faq문의,DIGITAL,P
$제품확인$,DIGITAL_P실물확인,DIGITAL,P
당일 설치되는,DIGITAL_P설치문의,DIGITAL,P
언제 설치되나요,DIGITAL_P설치문의,DIGITAL,P
똑같은 종류인데 가격차이,DIGITAL_P가격차이,DIGITAL,P
캐쉬백은 언제 들어옵니까,DIGITAL_P적립문의,DIGITAL,P
문화상품권으로 어떻게 구매하죠,DIGITAL_P결제문의,DIGITAL,P
t멤버십 인증실패,DIGITAL_P티멤버십관련문의_P기타faq문의,DIGITAL,P
환불에 대해서도,DIGITAL_P환불문의,DIGITAL,P
다른 거는 없어,DIGITAL_P추가추천,DIGITAL,P
졸립다,DIGITAL_P채팅,DIGITAL,P
결혼했니,DIGITAL_P채팅,DIGITAL,P
제조사별 장단점은 없어,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
쿠폰번호는어디있나,DIGITAL_P기타faq문의,DIGITAL,P
취소하고 다른걸로 주문,DIGITAL_P주문취소,DIGITAL,P
"환불 대신, 그 금액으로 다른 상품을 구매",DIGITAL_P기타faq문의,DIGITAL,P
내가 주문했던 상품,DIGITAL_P주문이력확인,DIGITAL,P
내일올께용,DIGITAL_P대화종료,DIGITAL,P
좀 보고 더 문의,DIGITAL_P대화종료,DIGITAL,P
$예금주명$,DIGITAL_P결제문의,DIGITAL,P
노래할 줄,DIGITAL_P채팅,DIGITAL,P
교환 상담,DIGITAL_P교환문의,DIGITAL,P
첨으로 갈래요,DIGITAL_P처음으로,DIGITAL,P
물건 안와,DIGITAL_P배송문의,DIGITAL,P
교환한 혜택,DIGITAL_P교환문의,DIGITAL,P
신규회원가입 특전,DIGITAL_P행사문의,DIGITAL,P
몇시에오나요,DIGITAL_P배송문의,DIGITAL,P
내가 자주 사는 제품,MART_P자주구매상품,MART,P
공유하기 어떻게,DIGITAL_P기타faq문의,DIGITAL,P
정품인가요,MART_P정품문의,MART,P
포인트로 구매방법,DIGITAL_P결제문의,DIGITAL,P
상품 오지않을 때,DIGITAL_P배송문의,DIGITAL,P
데이터는 어디에서,DIGITAL_P기타faq문의,DIGITAL,P
상품산거요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
현금영수증은 어떻게 되나요,DIGITAL_P현금영수증문의,DIGITAL,P
고가는 말고,MART_P행사상품,MART,P
포인트비밀번호 재설정,DIGITAL_P회원정보문의,DIGITAL,P
반품상담,DIGITAL_P반품문의,DIGITAL,P
$영수증$,DIGITAL_P결제문의,DIGITAL,P
컴퓨터에서 챗봇 사용,DIGITAL_P기타faq문의,DIGITAL,P
$선물준다면서$,MART_P이벤트,MART,P
가격 넘 비사고,MART_P행사상품,MART,P
최저가 사이트 알려주세요,MART_P할인문의,MART,P
톡메니저는 어떡해 하나,DIGITAL_P상담원연결,DIGITAL,P
싸게 샀으면 합니다,MART_P행사상품,MART,P
주문내역을 삭제하고 싶어요,DIGITAL_P기타faq문의,DIGITAL,P
캐시 통장입금 진행요청했는,DIGITAL_P기타faq문의,DIGITAL,P
입고 시켜,DIGITAL_P기타faq문의,DIGITAL,P
주문지 변경,DIGITAL_P배송지변경문의,DIGITAL,P
할인 쿠폰 다운,DIGITAL_P쿠폰요청,DIGITAL,P
배송쿠폰 쓰고싶,DIGITAL_P쿠폰적용문의,DIGITAL,P
추천해주신 상품 확인해볼게,DIGITAL_P대화종료,DIGITAL,P
싼 가격 대 없나요,DIGITAL_P가격문의,DIGITAL,P
교환 부탁,DIGITAL_P교환문의,DIGITAL,P
상품권은 어디서 다운,DIGITAL_P쿠폰요청,DIGITAL,P
$운송비는$,DIGITAL_P배송비문의,DIGITAL,P
문의를 했는데 답이 없네요,DIGITAL_P기타faq문의,DIGITAL,P
톡매니저가 누구,DIGITAL_P톡매니저,DIGITAL,P
가격이 올라가 있습니다,DIGITAL_P가격차이,DIGITAL,P
별로인지요,DIGITAL_P상품문의_P상담원연결,DIGITAL,P
제품이 고장나서 고쳐야 할 것 같은데요,DIGITAL_Pa/s문의,DIGITAL,P
뿡뿡아,DIGITAL_P채팅,DIGITAL,P
마트 챗봇 이벤트,MART_P이벤트,MART,P
전화 문자해도 불통,DIGITAL_P전화요청_GREETINGclaim,DIGITAL,P
어딨는지 맞춰봐요,DIGITAL_P채팅,DIGITAL,P
내맘대로 t,DIGITAL_P할인문의,DIGITAL,P
입금 확인,DIGITAL_P결제문의,DIGITAL,P
다시 톡보낼께,DIGITAL_P대화종료,DIGITAL,P
$제품은아니고$,DIGITAL_P상담품목,DIGITAL,P
과거주문내용,DIGITAL_P주문이력확인,DIGITAL,P
전자제품말고 다른거는,DIGITAL_P상담품목,DIGITAL,P
출석 체크 어떻게,DIGITAL_P기타faq문의,DIGITAL,P
문화상품권 사용 가능,DIGITAL_P결제문의,DIGITAL,P
a/s 어떻게 되나요,DIGITAL_Pa/s문의,DIGITAL,P
$쿠폰북어딧어$,DIGITAL_P쿠폰요청,DIGITAL,P
11번가 전용 제품인가요,DIGITAL_P제품별차이점,DIGITAL,P
티멤버쉽 어떻게 사용,DIGITAL_P티멤버십관련문의_P기타faq문의,DIGITAL,P
송장번호는 안되죠,DIGITAL_P배송문의,DIGITAL,P
전화주세요,DIGITAL_P전화요청,DIGITAL,P
"카드로 결제했는데, 취소는 어떻게",DIGITAL_P결제문의,DIGITAL,P
당일발송인가요,DIGITAL_P배송문의,DIGITAL,P
상품이 늦게와,DIGITAL_P배송문의,DIGITAL,P
$웃지마$,DIGITAL_P채팅,DIGITAL,P
기계아니얌,DIGITAL_P챗봇여부문의,DIGITAL,P
어디서 받어,DIGITAL_P기타faq문의,DIGITAL,P
무료 데이터,DIGITAL_P기타faq문의,DIGITAL,P
쿠폰 등록 방법,DIGITAL_P쿠폰적용문의,DIGITAL,P
빠른배송 부탁드립니다,DIGITAL_P배송문의,DIGITAL,P
배송지를 변경,DIGITAL_P배송지변경문의,DIGITAL,P
가장 싼 가격,MART_P행사상품,MART,P
주문자와 입금자가 달라요,DIGITAL_P결제문의,DIGITAL,P
하루만에 오나요,DIGITAL_P배송문의,DIGITAL,P
$고쳐$,DIGITAL_Pa/s문의,DIGITAL,P
사진올리기기능안내,DIGITAL_P사진올리기기능안내,DIGITAL,P
정품 상품 맞죠,MART_P정품문의,MART,P
11번가 사용 방법,DIGITAL_P결제문의,DIGITAL,P
환불요청드립니다,DIGITAL_P환불문의,DIGITAL,P
제일 저렴한 상품이 뭔가,MART_P행사상품,MART,P
넌 뭘 알려줄수있어,DIGITAL_P상담품목,DIGITAL,P
환불건으로 문의,DIGITAL_P환불문의,DIGITAL,P
쿠폰과 중복사용가능한가요,DIGITAL_P쿠폰적용문의,DIGITAL,P
상담우ㅓㄴ 연결,DIGITAL_P상담원연결,DIGITAL,P
$무슨 요일$,DIGITAL_P채팅,DIGITAL,P
쿠폰 어떻게 쓰,DIGITAL_P쿠폰적용문의,DIGITAL,P
미도착신고 철회,DIGITAL_P배송문의,DIGITAL,P
살게요,DIGITAL_P구매예정,DIGITAL,P
몇시까지 하나요,DIGITAL_P상담시간,DIGITAL,P
사업자로 회원 가입하는게 없는건가요,DIGITAL_P회원정보문의,DIGITAL,P
$개인전화번호$,DIGITAL_P기타faq문의,DIGITAL,P
티멤버십 계정을 연동,DIGITAL_P기타faq문의,DIGITAL,P
11pay 등록,DIGITAL_P결제문의,DIGITAL,P
$구매했던 물품$,DIGITAL_P구매완료,DIGITAL,P
$궁금한거있는$,DIGITAL_P상담요청,DIGITAL,P
월요일까지 올까요,DIGITAL_P배송문의,DIGITAL,P
주문한건데 취소가능,DIGITAL_P주문취소,DIGITAL,P
11페이 물어보려는데,DIGITAL_P결제문의,DIGITAL,P
오늘 몇시까지 상담 가능한가요,DIGITAL_P상담시간,DIGITAL,P
$머있노$,DIGITAL_P상담품목,DIGITAL,P
통화 원합니다,DIGITAL_P전화요청,DIGITAL,P
선택하기 싫다고,DIGITAL_P채팅,DIGITAL,P
$끊어$,DIGITAL_P대화종료,DIGITAL,P
할인 쿠폰 준다는데,DIGITAL_P쿠폰요청,DIGITAL,P
주문건 취소 됐나요,DIGITAL_P주문취소,DIGITAL,P
개인정보 지워,DIGITAL_P기타faq문의,DIGITAL,P
웰컴쿠폰 했는데,DIGITAL_P쿠폰요청,DIGITAL,P
어떻게 다른지 봐도 모르겠어요,DIGITAL_P차이점,DIGITAL,P
용량은 어느정도가,DIGITAL_P용량문의,DIGITAL,P
여자는 없니,DIGITAL_P채팅,DIGITAL,P
챗봇 상담하기,DIGITAL_P상담요청,DIGITAL,P
뭐할 줄아니,DIGITAL_P상담품목,DIGITAL,P
나졸려,DIGITAL_P채팅,DIGITAL,P
문의 사항 있는,DIGITAL_P상담요청,DIGITAL,P
반품안내,DIGITAL_P반품문의,DIGITAL,P
대해 설명 요청,"FAQ_P도움말요청,DIGITAL_P설명요청",FAQ,P
배송이 지연,DIGITAL_P배송문의,DIGITAL,P
니 전화번호,DIGITAL_P채팅,DIGITAL,P
기스가 나있거든요,DIGITAL_Pa/s문의,DIGITAL,P
$이거말겅$,DIGITAL_P추가추천,DIGITAL,P
나중에 문의,DIGITAL_P대화종료,DIGITAL,P
아까 추천받은 상품이 별로라,DIGITAL_P추가추천,DIGITAL,P
오프라인 매장 가격이랑 왜 차이가,DIGITAL_P가격차이,DIGITAL,P
상세 설명좀,DIGITAL_P상담요청,DIGITAL,P
t멤버십을 확인하는데 실패,DIGITAL_P기타faq문의,DIGITAL,P
설명 부탁드릴게요,"FAQ_P도움말요청,DIGITAL_P설명요청",FAQ,P
쿠폰데이 날짜,DIGITAL_P행사문의,DIGITAL,P
쿠폰 관련 문의,DIGITAL_P쿠폰요청,DIGITAL,P
$미수취$,DIGITAL_P배송문의,DIGITAL,P
사진으로 보여주세요,DIGITAL_P사진요청,DIGITAL,P
유통기한 긴걸로,MART_P유통기한문의,MART,P
마트것만 알아,MART_P마트챗봇문의,MART,P
너 나랑 놀래,DIGITAL_P채팅,DIGITAL,P
여자친구는 있니,DIGITAL_P채팅,DIGITAL,P
상담원좀 연결해주세요,DIGITAL_P상담원연결,DIGITAL,P
구입한 제품,DIGITAL_P주문완료,DIGITAL,P
반품을 수거,DIGITAL_P반품문의,DIGITAL,P
결재방법,DIGITAL_P결제문의,DIGITAL,P
주문접수 확인,DIGITAL_P기타faq문의,DIGITAL,P
결제하고싶다,DIGITAL_P결제문의,DIGITAL,P
토요일까지 받아야,DIGITAL_P배송일문의,DIGITAL,P
$교환방법$,DIGITAL_P교환문의,DIGITAL,P
개인정보수정 어디서,DIGITAL_P회원정보문의,DIGITAL,P
배송건은 상담,DIGITAL_P배송문의,DIGITAL,P
카드삭제,DIGITAL_P결제문의,DIGITAL,P
다음에 올께,DIGITAL_P대화종료,DIGITAL,P
인증 어떻게,DIGITAL_P본인인증문의,DIGITAL,P
미니샵을 찾고싶어요,DIGITAL_P기타faq문의,DIGITAL,P
챗봇이야,DIGITAL_P챗봇여부문의,DIGITAL,P
a/s되나요,DIGITAL_Pa/s문의,DIGITAL,P
$왜 않돼$,DIGITAL_P기타faq문의,DIGITAL,P
메인메뉴,DIGITAL_P처음으로,DIGITAL,P
배송 지연 보상,DIGITAL_P적립문의,DIGITAL,P
번호변경하고싶어요,DIGITAL_P기타faq문의,DIGITAL,P
왜 이걸 추천하는거야,DIGITAL_P추천사유문의,DIGITAL,P
사진 보낼수 있나요,DIGITAL_P사진올리기기능안내,DIGITAL,P
$처음부터 다시$,DIGITAL_P처음으로,DIGITAL,P
주문진행,MART_P주문,MART,P
$도움$,DIGITAL_P도움말보기,DIGITAL,P
넌 티비 보는거 좋아해,DIGITAL_P채팅,DIGITAL,P
배달 쿠폰있어,DIGITAL_P쿠폰요청,DIGITAL,P
쿠폰이 있는데 물건 주문시,DIGITAL_P쿠폰적용문의,DIGITAL,P
단골할인 쿠폰,DIGITAL_P쿠폰요청,DIGITAL,P
사용 가이드 뭐에요,DIGITAL_P도움말보기,DIGITAL,P
$상담 끝$,DIGITAL_P대화종료,DIGITAL,P
주요 뉴스 알려주세요,DIGITAL_P채팅,DIGITAL,P
상담해줘,DIGITAL_P상담원연결,DIGITAL,P
vvip관,DIGITAL_P기타faq문의,DIGITAL,P
할인 쿠폰 있으면 부탁,DIGITAL_P쿠폰요청,DIGITAL,P
핫딜상품 소개,DIGITAL_P행사문의,DIGITAL,P
선물좀줘,DIGITAL_P채팅,DIGITAL,P
쿠폰변경 가능한가요,DIGITAL_P결제문의,DIGITAL,P
반품신청을 했는데,DIGITAL_P반품문의,DIGITAL,P
물건 조회가 안,DIGITAL_P기타faq문의,DIGITAL,P
녹지않게 아이스팩 포장,MART_P아이스팩문의,MART,P
회원입력하고주문하는데 동록승인이 안되,DIGITAL_P기타faq문의,DIGITAL,P
제품 추천 받고 싶은데 운영시간,DIGITAL_P상담시간,DIGITAL,P
특정한 날짜에 상품을 받고 싶어,DIGITAL_P배송일문의,DIGITAL,P
제고 있는 업체,DIGITAL_P재고문의_P상담원연결 ,DIGITAL,P
우체국택배,DIGITAL_P배송문의,DIGITAL,P
할인행사 시작,MART_P행사상품문의,MART,P
구매했는데 환불,DIGITAL_P환불문의,DIGITAL,P
공부하기싫어,DIGITAL_P채팅,DIGITAL,P
11페이 왜 안돼요,DIGITAL_P결제문의,DIGITAL,P
구입했는데 as가필요,DIGITAL_Pa/s문의,DIGITAL,P
차이점 알수있,DIGITAL_P차이점,DIGITAL,P
나 슬퍼,DIGITAL_P채팅,DIGITAL,P
선택사항을 변경하고 싶어요,DIGITAL_P옵션변경문의,DIGITAL,P
11픽 이용방법,DIGITAL_P기타faq문의,DIGITAL,P
그럼 어디에 상담,DIGITAL_P기타faq문의,DIGITAL,P
이 정도 성능이면 괜찬은건가,DIGITAL_P성능문의,DIGITAL,P
에이에스 되나요,DIGITAL_Pa/s문의,DIGITAL,P
이름 어떻게 바꿔요,DIGITAL_P회원정보문의,DIGITAL,P
vip상품,DIGITAL_P기타faq문의,DIGITAL,P
아직도안가져가셨어요,DIGITAL_P반품문의 ,DIGITAL,P
매니저 부탁이요,DIGITAL_P상담원연결,DIGITAL,P
$딴 상담$,DIGITAL_P새상담,DIGITAL,P
컨시어지 서비스 가능 제품,DIGITAL_P상담품목,DIGITAL,P
사기를 당한 것,DIGITAL_P기타faq문의,DIGITAL,P
구매문자 안오나,DIGITAL_P기타faq문의,DIGITAL,P
정보수정 어떻게,DIGITAL_P회원정보문의,DIGITAL,P
$다른 상품을 알려줘$,DIGITAL_P추가추천,DIGITAL,P
내일까지 받아볼 수 있나요,DIGITAL_P배송일문의,DIGITAL,P
그냥 갈께요,DIGITAL_P대화종료,DIGITAL,P
도착 안했는데 배송완료로 뜨네요,DIGITAL_P배송문의,DIGITAL,P
